season,player,possessions,DRAYMOND
2019,Miles Plumlee,393.1785,-0.7061205
2014,Gordon Hayward,5451.25,-0.1547439
2017,Wade Baldwin IV,852.7338,-2.58324
2018,Nigel Hayes,236.7294,2.448363
2017,Justin Harper,65.82979,11.2934
2015,Luke Ridnour,1396.593,-0.2546873
2017,Josh Huestis,68.76188,13.99111
2016,Jason Terry,2910.165,-3.263875
2017,Kyle Lowry,5069.95,-0.8902079
2016,Chris Kaman,296.6533,0.0642443
2015,Chris Paul,6665.016,-0.0229089
2015,Lucas Nogueira,49.89083,-13.79204
2019,Wes Iwundu,2757.197,1.692256
2015,Mirza Teletovic,1814.517,0.9694338
2019,Edmond Sumner,471.7563,2.170078
2016,Michael Kidd-Gilchrist,414.0146,3.989967
2016,Andrew Bogut,3808.699,2.206501
2015,James Michael McAdoo,315.6919,0.5898628
2015,Norris Cole,3719.207,0.4320405
2016,Myles Turner,3245.785,1.692639
2017,Kyrie Irving,6480.952,-1.262114
2014,Al-Farouq Aminu,4051.23,-1.20371
2014,Mason Plumlee,2730.564,-0.3882825
2016,Andre Miller,952.1881,-0.8241724
2016,Marvin Williams,5168.014,0.143032
2014,Landry Fields,707.9883,1.451917
2016,Chase Budinger,1955.046,0.7951473
2014,Chris Johnson,1589.177,-2.248214
2018,Dragan Bender,4441.022,0.4343097
2014,Kenneth Faried,4561.549,-0.483753
2018,Meyers Leonard,564.4533,-2.85392
2017,Josh McRoberts,746.0456,-2.655083
2017,Timothe Luwawu-Cabarrot,2545.113,0.8926632
2017,Meyers Leonard,2625.133,0.1284685
2016,Marco Belinelli,3549.168,-1.391753
2014,Adonis Thomas,75.31313,-1.632967
2016,Carl Landry,1203.198,-2.045338
2016,Rudy Gay,5041.993,-0.0766087
2015,Brian Roberts,2629.521,1.114989
2018,Dillon Brooks,4732.313,-1.21721
2015,Victor Claver,153.5358,-1.681087
2018,DeMarcus Cousins,3666.879,0.6246805
2014,Spencer Hawes,5153.054,1.343168
2016,Justin Anderson,1538.869,-0.7542899
2018,John Collins,3758.169,1.353842
2016,Joe Young,830.8396,0.1854882
2018,Yogi Ferrell,4676.674,-1.85968
2016,Gary Neal,1699.071,-2.722443
2015,Courtney Lee,5346.451,-0.7611267
2018,Elfrid Payton,3852.302,-1.121584
2017,Ron Baker,1733.461,1.512942
2014,Kirk Hinrich,4368.435,1.35067
2019,Danuel House Jr.,2369.319,0.3987466
2015,James Young,696.37,-2.184789
2015,Leandro Barbosa,2536.528,-1.814341
2014,Cole Aldrich,664.4688,2.97092
2016,Andre Roberson,4172.076,2.079207
2014,Gerald Henderson,5010.89,0.9700491
2016,Ed Davis,3885.632,1.232165
2016,Dante Cunningham,4059.028,-1.221266
2017,Mike Dunleavy,1880.842,1.37974
2017,Patrick McCaw,2712.406,-2.13265
2014,Garrett Temple,1333.012,0.505925
2019,David Nwaba,2033.6,-0.3190587
2019,Naz Mitrou-Long,186.1825,1.095834
2015,Dante Cunningham,3363.386,-0.82793
2016,Jimmer Fredette,38.92979,-12.08904
2019,Jonathon Simmons,2408.299,-0.7906846
2019,Eric Bledsoe,5899.579,1.226985
2018,Derrick White,339.2885,6.031082
2018,Dwight Powell,3445.365,0.8911924
2018,Harrison Barnes,5344.276,0.0704298
2015,Kostas Papanikolaou,1681.206,0.3694843
2019,Karl-Anthony Towns,5391.688,0.5300236
2015,Jae Crowder,3600.903,-0.20396
2019,Davis Bertans,3653.054,0.1238585
2019,Michael Kidd-Gilchrist,2511.27,1.919894
2014,Trevor Booker,3354.603,0.1334553
2017,Brice Johnson,19.53,5.905331
2014,Andrew Nicholson,2357.539,-0.1337364
2017,PJ Tucker,5128.483,-0.295315
2019,Jordan Clarkson,4605.581,-0.3956261
2014,JR Smith,4655.886,-1.498809
2017,Jared Dudley,2918.653,1.054348
2018,Ben Moore,19.875,-2.115493
2014,Jermaine O'Neal,1967.766,1.590366
2015,Kenyon Martin,220.3717,3.677413
2017,Terrence Jones,2637.81,-0.4035916
2016,Steven Adams,5248.57,2.428149
2017,Evan Turner,3708.491,0.8483839
2015,Jorge Gutierrez,376.7262,2.698526
2016,Tayshaun Prince,2913.949,0.0814364
2015,Jimmer Fredette,1038.572,-0.5535629
2017,David Lee,3549.847,0.7703026
2019,Trevor Ariza,4996.725,-3.245167
2018,Trey Burke,1621.679,0.8037031
2016,Jordan Hill,3109.907,-0.057246
2015,Carmelo Anthony,2735.81,-1.473283
2017,Kyle Korver,4338.316,-1.129104
2017,E'Twaun Moore,3806.075,-0.9052665
2014,Marcin Gortat,6014.826,0.7729304
2016,John Wall,5786.08,0.4835134
2019,Dwyane Wade,4005.625,0.3414967
2016,Bojan Bogdanovic,4311.956,-2.454811
2015,Deron Williams,4555.593,-1.241185
2017,Dewayne Dedmon,2884.622,2.741755
2016,Joel Anthony,191.1,-3.859267
2019,Trey Lyles,2390.128,0.6449392
2017,Isaiah Canaan,1390.07,0.2609946
2019,Isaac Humphries,128.5083,-1.745554
2018,Torrey Craig,1337.804,1.509123
2016,Jamal Crawford,4802.829,-1.038547
2014,David West,6117.569,1.475023
2014,Jeff Ayres,2096.735,-0.1984777
2018,Eric Bledsoe,5232.737,0.0168045
2019,Marco Belinelli,4178.87,-0.54977
2015,Reggie Williams,211.3781,-2.488371
2018,Alex Len,3026.859,0.5535545
2015,Reggie Bullock,683.2454,3.384732
2015,Bojan Bogdanovic,4101.675,0.223174
2017,Lucas Nogueira,2252.363,0.7488467
2017,Marco Belinelli,3667.496,-1.13603
2018,Frank Kaminsky,3806.096,-1.417517
2016,Jeremy Lin,4568.696,1.464598
2018,Willie Cauley-Stein,4148.894,0.1591117
2019,Johnathan Motley,351.455,-2.880658
2019,Christian Wood,569.5742,-2.032479
2018,Rodney Purvis,596.8563,1.509552
2014,Paul George,7102.394,1.668892
2019,Kevin Knox,4595.641,-1.416293
2016,Cory Jefferson,105.8646,-0.1962242
2015,Sim Bhullar,7.2625,2.562451
2019,Dwayne Bacon,1589.156,-0.996984
2018,Eric Moreland,1635.324,1.258604
2014,Diante Garrett,2056.263,0.0366786
2014,Byron Mullens,872.604,-3.948068
2015,Kobe Bryant,2447.192,-2.148376
2015,Kirk Hinrich,3471.14,-0.0385346
2015,Erick Green,846.7354,-2.51127
2015,Marcus Thornton,1487.848,0.2586654
2018,Darrell Arthur,309.9944,-3.631139
2017,Archie Goodwin,452.7038,-2.055451
2018,T.J. Warren,4565.138,0.0647411
2015,Alex Len,3170.09,1.204752
2016,Sasha Vujacic,1845.132,-0.9501412
2015,Glen Davis,2179.063,0.3568999
2018,Gerald Green,2514.793,-0.2401637
2015,Will Cherry,140.1419,-2.306224
2019,Evan Turner,3895.919,2.228784
2017,Edy Tavares,52.33333,4.373218
2019,Ryan Anderson,663.4454,-2.025827
2018,Tyler Johnson,4377.775,-0.1683864
2017,Ersan Ilyasova,4734.403,0.5107494
2018,Jason Terry,1799.43,-0.9564536
2015,Greivis Vasquez,4152.284,-1.033715
2014,Jason Collins,349.7692,-5.755123
2014,Nemanja Nedovic,308.2229,1.524416
2018,Mike Conley,751.051,2.416815
2018,Kyle Anderson,4185.591,-0.5509226
2018,Tyler Cavanaugh,1107.441,-3.310251
2014,Metta World Peace,800.0884,-0.1419897
2016,Lance Stephenson,2984.957,-1.180308
2017,LaMarcus Aldridge,5615.228,1.500187
2017,DeAndre Jordan,5723.38,1.019464
2019,Danilo Gallinari,4817.624,-0.6468472
2016,Rudy Gobert,3735.2,1.279613
2016,James Ennis III,667.0802,-1.05566
2019,Daniel Hamilton,450.1175,3.077528
2017,Denzel Valentine,2048.167,1.19131
2019,Josh Okogie,3830.26,-1.453986
2018,Courtney Lee,4737.906,-0.5687613
2015,Bradley Beal,5005.667,-0.1336765
2018,Vince Carter,2066.535,-0.0829051
2019,Hassan Whiteside,3489.593,2.885669
2017,Sasha Vujacic,854.505,-1.763005
2019,Henry Ellenson,548.7712,-5.147795
2018,Allen Crabbe,4657.182,0.8271663
2017,Channing Frye,3199.818,0.0894186
2016,Dennis Schroder,3732.502,0.6185456
2017,Alonzo Gee,203.5504,2.313927
2015,Nene,3908.95,-0.2518209
2019,Alan Williams,60.07625,8.127236
2015,Spencer Hawes,2716.367,0.7198359
2019,Joel Embiid,5419.188,2.396293
2019,Jeff Teague,2695.48,-0.0653465
2016,Alonzo Gee,3404.08,-0.4750712
2017,Danuel House Jr.,1.814583,-2.565577
2014,Jamal Crawford,4939.748,-0.384346
2017,Jameer Nelson,4263.825,-1.066668
2014,Orlando Johnson,780.7496,1.34776
2019,Joe Chealey,16.0,-2.437187
2015,Elliot Williams,238.4973,-5.823565
2018,Robin Lopez,3509.919,0.4986808
2019,Nene,1277.935,0.2324571
2018,Reggie Jackson,2448.539,-0.7503935
2019,Buddy Hield,5743.739,-0.2196209
2014,Markieff Morris,4430.694,-0.5063031
2018,Chandler Parsons,1421.733,-1.82307
2018,Derrick Williams,23.22563,3.019094
2017,Salah Mejri,1781.907,-0.4808266
2016,PJ Hairston,2697.936,-0.6949891
2017,Tristan Thompson,5907.565,1.19764
2018,Gian Clavell,136.28,2.267096
2019,Jawun Evans,133.9867,-2.707732
2015,Manu Ginobili,3525.912,-0.57237
2016,Greivis Vasquez,910.1292,-2.522186
2018,Khris Middleton,6634.884,-0.7578376
2015,DeJuan Blair,376.2375,-1.272965
2015,Troy Daniels,808.675,0.6227223
2019,DJ Stephens,17.15292,-25.98537
2018,John Wall,3444.476,1.944504
2015,Wesley Matthews,4133.177,0.5986931
2014,Anthony Morrow,2810.408,-1.47194
2016,Boban Marjanovic,1101.105,1.558926
2019,George Hill,3631.847,0.6850559
2019,Victor Oladipo,2361.625,-1.841761
2016,James Harden,6857.724,-0.9555091
2018,Xavier Silas,15.86958,9.830282
2014,Ramon Sessions,4405.401,-1.128303
2017,David Nwaba,835.0233,1.408461
2014,DeJuan Blair,2687.006,-1.179994
2019,Grayson Allen,941.2358,-1.174261
2017,Al-Farouq Aminu,3876.177,1.038686
2018,Wade Baldwin IV,215.2354,5.372413
2017,Steven Adams,5312.12,0.3462196
2014,Reggie Jackson,5660.391,0.8741224
2017,Reggie Williams,170.5248,-3.615373
2018,Willie Reed,936.9675,2.306212
2017,Karl-Anthony Towns,6073.256,-0.3719668
2016,Dahntay Jones,183.7738,0.9132345
2015,Larry Sanders,1201.91,1.131541
2015,Bernard James,330.5283,4.249223
2018,Kendrick Perkins,30.9625,-3.911196
2019,Luol Deng,829.4883,3.413716
2016,Jae Crowder,5270.521,-0.066167
2017,Devin Booker,5818.881,-0.3215141
2018,Henry Ellenson,692.1338,-1.887109
2014,Marcus Thornton,3675.844,-1.176744
2015,Nicolas Batum,5179.082,0.3779719
2015,Lavoy Allen,2134.873,0.6809509
2019,Udonis Haslem,167.8721,5.890146
2017,Jonas Valanciunas,4581.215,0.3426488
2016,Gerald Green,3323.435,1.283183
2016,Joakim Noah,1311.672,0.9713397
2018,Danuel House Jr.,853.7723,1.042064
2014,Jared Cunningham,173.1729,2.886538
2018,Kyrie Irving,3977.458,-1.106325
2017,Dante Cunningham,3450.532,-0.5691854
2018,Jusuf Nurkic,4541.769,0.3669162
2019,John Jenkins,699.2525,-2.436955
2019,Jarred Vanderbilt,172.8408,5.432106
2018,Jordan Bell,2091.91,1.420577
2014,Patty Mills,3863.18,0.919281
2014,Tony Wroten,3757.244,-0.6256849
2014,Josh Harrellson,653.2181,3.15996
2018,Jacob Wiley,72.435,7.39867
2015,Tyson Chandler,5002.139,0.2047935
2015,Dwight Buycks,243.54,-2.485085
2017,Jamal Murray,3735.637,0.8011956
2018,Kay Felder,302.9408,2.130085
2016,Shabazz Napier,1223.75,-0.6424896
2018,Jameel Warney,52.79062,-6.74779
2016,O.J. Mayo,2210.202,0.7432275
2016,Cameron Bairstow,224.8833,2.96853
2018,Nicolas Batum,4159.688,-1.377146
2017,Dragan Bender,1207.792,-0.1515181
2018,Derrick Rose,1149.049,-1.259936
2019,Tyler Ulis,1.810833,61.77634
2019,Josh Jackson,4267.159,0.5563664
2016,Justise Winslow,5119.18,1.884283
2017,John Jenkins,28.145,-10.6473
2019,Kenrich Williams,2390.435,0.0920067
2015,JR Smith,5198.067,0.2907408
2016,Gordon Hayward,5618.447,-0.8648626
2016,Damien Inglis,317.785,0.2405515
2014,Rudy Gay,5042.117,-0.423096
2014,Brandon Bass,4508.396,0.8161092
2019,Evan Fournier,5641.95,-0.5612842
2017,Blake Griffin,4409.112,0.4784661
2019,Jordan Sibert,8.976666,-2.437187
2019,Brandon Goodwin,126.3856,-3.641491
2018,Marco Belinelli,4716.809,-1.2144
2018,Chinanu Onuaku,47.34479,2.195219
2015,Jordan Hill,3785.48,-1.291866
2017,Giannis Antetokounmpo,6129.485,1.707337
2014,Carl Landry,481.0479,-3.1003
2014,Donald Sloan,818.6875,-4.382384
2014,DeMarre Carroll,5187.071,0.33329
2019,JaVale McGee,3690.125,2.166092
2019,Jacob Evans,475.345,-1.278711
2015,Dante Exum,3490.911,-1.141351
2014,Tayshaun Prince,3882.655,0.5968447
2018,Denzel Valentine,4378.55,-1.20557
2014,Terrence Jones,4519.938,0.4924845
2018,Boban Marjanovic,727.5981,1.18208
2017,Julius Randle,4476.312,-1.317997
2017,James Young,549.5706,0.7313216
2018,Caris LeVert,4011.095,-1.074727
2017,Derrick Williams,1707.017,-0.9022046
2015,Austin Rivers,3704.959,-1.354018
2018,Pat Connaughton,3235.829,2.262101
2018,Al Horford,5984.873,2.735347
2015,Nick Calathes,1927.235,2.387208
2019,Jeremy Lamb,4710.0,-0.9330124
2016,Robert Sacre,665.8,-0.608036
2014,Tim Hardaway Jr.,3712.891,-2.278616
2014,Marcus Morris,3704.25,-0.9562117
2017,Anthony Bennett,576.675,-2.51266
2017,Robin Lopez,4890.346,0.6954115
2015,Matthew Dellavedova,3685.765,0.8051254
2019,Norman Powell,3206.835,0.7082186
2015,Ty Lawson,5475.465,-1.411939
2017,Avery Bradley,5034.262,-0.7749345
2017,Jaylen Brown,3253.166,0.7588772
2016,J.J. Barea,3620.142,-1.209661
2015,Jeremy Lin,3884.718,-0.4111385
2014,Taj Gibson,4775.419,2.362208
2018,Jalen Jones,370.2056,-8.053737
2019,LeBron James,4227.502,0.4022033
2016,Courtney Lee,5142.783,1.127667
2019,Brad Wanamaker,778.8312,-0.44691
2016,Solomon Hill,2176.728,1.805365
2017,Marvin Williams,4657.894,0.7104332
2018,Michael Kidd-Gilchrist,3892.323,0.4785743
2016,Kevin Love,5943.115,-0.2865934
2019,Fred VanVleet,4882.097,0.0783559
2018,Zaza Pachulia,2139.124,-0.5906982
2019,Jaron Blossomgame,906.6264,1.591392
2016,Jordan Mickey,138.41,6.113975
2014,Martell Webster,4675.252,-0.4370817
2015,Trevor Ariza,7376.768,-1.422779
2015,Mike Muscala,1215.715,-0.6857464
2019,Austin Rivers,4753.252,0.1088961
2015,Otto Porter Jr.,3500.369,1.239212
2016,Cody Zeller,3916.183,0.3399361
2018,Paul Zipser,1681.475,-1.71735
2018,Dario Saric,5602.775,-0.0973993
2016,Kemba Walker,6318.934,-0.0150449
2016,Eric Bledsoe,2238.02,1.674064
2016,Phil Pressey,634.4898,0.0239986
2015,Ronny Turiaf,42.67479,-14.08584
2019,Derrick White,3964.303,1.741554
2019,Okaro White,13.86125,11.94444
2018,Andre Drummond,5378.516,-0.0915594
2014,Damian Lillard,6903.7,0.3295249
2017,Larry Sanders,28.16396,9.363918
2019,Jared Dudley,2748.779,1.401866
2014,Beno Udrih,1495.606,-0.5536793
2016,Marcelo Huertas,1746.328,-0.5264766
2014,DJ Stephens,27.68125,1.443338
2017,Kristaps Porzingis,4443.864,2.453134
2017,Jeff Withey,940.3737,-0.2735968
2014,James Harden,6185.213,1.179942
2014,Derrick Favors,4268.564,0.9377236
2016,Evan Fournier,5200.427,-1.337651
2017,Deyonta Davis,509.1206,3.236287
2016,Salah Mejri,958.5727,1.951514
2019,Malcolm Miller,217.4094,5.225227
2017,Montrezl Harrell,2314.479,1.489933
2014,Mike L. James,138.3112,7.510897
2017,Rajon Rondo,3891.444,-1.255351
2019,OG Anunoby,2920.32,-0.0498874
2016,Jeremy Evans,545.6112,1.283182
2014,MarShon Brooks,679.6265,-1.128503
2017,Robert Covington,4476.388,0.7007527
2016,George Hill,5596.35,0.7709718
2015,Vander Blue,152.5788,1.379578
2014,Nate Robinson,1759.423,-0.069289
2016,John Henson,1940.0,2.757253
2014,Elliot Williams,2477.667,-2.19161
2018,Ben Simmons,6597.155,1.224182
2017,Stanley Johnson,2796.269,0.0520217
2019,Keita Bates-Diop,1065.207,0.7994945
2016,Seth Curry,1470.5,-2.250635
2018,David West,2395.661,3.34797
2017,Kyle Anderson,2516.041,0.8436354
2019,Terrence Jones,13.725,-8.173936
2016,Devin Harris,2933.504,-1.646086
2015,Jamaal Franklin,32.06125,-7.306242
2014,Dwight Buycks,288.4413,1.213139
2014,Stephen Jackson,220.955,1.237582
2019,Duncan Robinson,344.6406,-1.777515
2016,Anderson Varejao,1227.077,-1.221853
2014,Monta Ellis,6534.856,-1.904525
2018,Jack Cooley,171.4625,1.339795
2017,Brandon Knight,2436.988,-0.4488597
2017,Isaiah Whitehead,3516.362,0.6402557
2016,Derrick Rose,4301.034,-0.2740748
2019,Richaun Holmes,2558.18,2.543295
2016,Festus Ezeli,2090.732,1.77364
2015,T.J. Warren,1260.235,-0.0638742
2018,Adreian Payne,88.93833,-0.9736428
2019,Jordan McRae,747.8625,-2.228214
2017,Brian Roberts,839.9733,-1.429307
2017,Klay Thompson,6884.808,1.501142
2015,Ricky Ledo,493.9358,-0.9794525
2017,Sheldon Mac,631.3206,-3.165725
2017,Juancho Hernangomez,1801.705,-0.7414714
2018,Jarrett Allen,3045.313,1.620776
2019,Damyean Dotson,4241.382,-1.360114
2014,Kawhi Leonard,5354.367,2.404839
2017,Deron Williams,3831.73,-0.0969344
2014,Randy Foye,5219.536,-0.4946356
2015,Joe Harris,1028.711,-3.915947
2017,Bobby Portis,2292.621,0.8749169
2019,Jerian Grant,2016.012,-0.9911199
2016,Wayne Ellington,3288.544,-1.561231
2019,Johnathan Williams,799.645,-0.2648735
2019,Patrick McCaw,966.7277,-2.5394
2016,Lance Thomas,2666.758,0.7266288
2016,Harrison Barnes,5859.583,-0.357202
2015,Shawne Williams,2095.031,-1.738089
2016,Devin Booker,4398.693,-1.398903
2018,Patrick Patterson,2709.021,-0.3975873
2019,Malik Monk,2702.865,-1.982134
2015,Mike Scott,2607.231,-0.2025398
2016,DeMarcus Cousins,4810.184,0.8305931
2014,Mo Williams,4134.475,-1.197356
2015,Rajon Rondo,4281.23,-0.666763
2018,Ersan Ilyasova,4135.396,0.84003
2015,Jerryd Bayless,3641.087,0.8549519
2017,Elijah Millsap,45.23813,1.183686
2014,Mike Scott,3320.922,-0.8254286
2015,Thomas Robinson,1659.064,0.104569
2018,Wesley Johnson,3189.637,-0.0610981
2014,Elton Brand,3046.677,-0.3210552
2018,Alex Caruso,1217.667,1.459116
2017,Otto Porter Jr.,6283.449,-1.109923
2019,Taj Gibson,3606.635,-0.4739912
2016,Matt Barnes,4649.857,-1.697225
2016,Wesley Johnson,3651.753,1.018376
2019,Theo Pinson,510.0029,2.206848
2016,Mirza Teletovic,3600.664,-1.113515
2019,Taurean Prince,3461.93,-1.143733
2017,Luke Babbitt,2148.637,1.128677
2018,Delon Wright,3380.278,1.128701
2018,Jonathan Isaac,1133.752,0.4260628
2018,Skal Labissiere,2545.875,-0.0726948
2016,Allen Crabbe,5025.327,0.3728356
2019,Pat Connaughton,3492.672,1.904196
2016,Andrea Bargnani,1299.7,-3.087138
2017,Vince Carter,3904.972,0.3107083
2019,Tristan Thompson,2444.669,-0.2537715
2019,Devin Booker,4792.275,-0.9290657
2015,Dwight Powell,507.4244,-0.4873954
2015,Anthony Davis,5135.391,2.287045
2018,Spencer Dinwiddie,4804.167,0.1485524
2019,D.J. Wilson,2055.031,0.9605402
2016,Rajon Rondo,5414.909,-1.338796
2014,Darrell Arthur,2443.179,1.218284
2019,Terry Rozier,4133.261,0.2984824
2017,Maurice Harkless,4785.146,2.09299
2017,Gordon Hayward,5684.583,0.1286823
2015,Avery Bradley,5257.806,-0.7967757
2014,Klay Thompson,6383.726,1.534544
2014,Chris Copeland,705.2836,-0.6006364
2015,Derrick Williams,3026.035,-1.26338
2014,Bismack Biyombo,2193.703,1.770315
2018,Taurean Prince,5182.1,-0.4015887
2018,Milos Teodosic,2433.847,-1.948457
2016,E'Twaun Moore,2591.781,0.79847
2014,Solomon Jones,173.5948,-1.213054
2019,Tyler Zeller,195.4087,5.458488
2017,Jonathon Simmons,3504.789,-0.7492428
2015,JaVale McGee,550.9244,-2.852143
2014,Kemba Walker,5390.107,1.26857
2018,Brandon Ingram,4196.463,0.2755511
2018,Joakim Noah,87.68333,6.307275
2018,Dante Cunningham,3358.112,-1.397524
2017,Lamar Patterson,77.78333,8.77747
2015,Greg Stiemsma,138.8858,1.705599
2015,Eric Bledsoe,5739.417,0.6673717
2019,Haywood Highsmith,87.975,-1.686199
2016,Danilo Gallinari,3740.449,-1.579581
2016,Khris Middleton,5733.114,0.1709602
2016,Jared Cunningham,834.7323,-0.5553002
2019,Juancho Hernangomez,2863.109,0.8301998
2017,Alexis Ajinca,1235.282,0.5436447
2019,Aaron Gordon,5817.49,-0.0558359
2016,Wesley Matthews,5618.443,0.4892796
2014,Channing Frye,4702.03,-0.0826054
2017,Nick Young,3268.896,-2.58394
2017,Justin Hamilton,2563.653,0.1922841
2014,Ed Davis,1919.507,1.465893
2019,Jimmy Butler,5561.562,0.6242351
2016,Nazr Mohammed,61.58813,-0.8372518
2014,AJ Price,211.7156,5.912172
2018,Marreese Speights,1415.953,0.6634808
2018,Nate Wolters,35.91,-2.970208
2014,Tobias Harris,3655.292,-0.3802612
2019,Devin Harris,2266.95,-0.8483535
2015,Gorgui Dieng,4416.61,-1.259798
2017,Jared Sullinger,239.0238,2.527266
2015,Cartier Martin,394.5975,-4.300741
2017,John Wall,6943.772,0.2718357
2019,Clint Capela,5312.979,1.12802
2018,Jonathan Gibson,87.64166,-1.824166
2015,Wilson Chandler,5021.278,0.2324474
2017,Miles Plumlee,977.2775,2.463348
2014,Cory Joseph,2089.01,0.2843881
2016,Ronnie Price,2545.623,-0.4163885
2014,Jae Crowder,2761.532,0.4516922
2015,Alonzo Gee,1396.54,1.703337
2019,Donte DiVincenzo,926.8906,2.02375
2014,Patrick Beverley,3919.358,0.0511651
2018,Josh Hart,3080.884,0.9466088
2019,Gary Payton II,40.21,1.92121
2015,Glenn Robinson III,551.4825,-2.985369
2015,Iman Shumpert,4356.369,0.5326667
2015,Wayne Ellington,3358.724,0.4872768
2019,Devin Robinson,201.5188,2.94336
2017,Jerami Grant,3445.421,1.679297
2017,Courtney Lee,4968.717,-0.5117989
2019,JJ Redick,6067.598,-0.4425428
2017,Justise Winslow,1255.469,-0.3983095
2017,Thabo Sefolosha,3355.645,-0.0181538
2014,Kenyon Martin,1217.074,3.138436
2015,Nerlens Noel,4705.292,0.1425257
2018,Jonas Jerebko,2499.631,-1.111749
2014,Charlie Villanueva,360.6375,-4.324748
2015,Mike Miller,1522.678,0.7779874
2018,Enes Kanter,3766.75,-0.8234624
2014,Mike Miller,3683.255,-1.382187
2014,Roy Hibbert,5677.44,3.024813
2017,Joe Ingles,4565.733,0.4480355
2018,Juancho Hernangomez,579.334,1.297247
2014,Vitor Faverani,973.255,-0.1088612
2016,Dwight Powell,2201.467,1.421471
2018,Zach Randolph,3042.704,-2.473518
2019,Jaylen Morris,67.63646,6.502459
2017,Anthony Davis,5602.739,2.259874
2014,Jerryd Bayless,3303.012,-1.806908
2019,Angel Delgado,33.0125,1.467119
2019,Luke Kennard,3218.379,-1.212631
